char,division,code,orig_simp,acewho_simp,pinyin
涺,氵尸古,zdjg,,,jū
𣼨,,zdjh,,,
潳,氵尸耂日,zdjk,,,tú·zhā
𣼉,,zdjl,,,
𭳙,,zdjo,,,
𣲾,,zdjv,,,
𪣭,,zdjv,,,
漏,氵尸雨,zdjy,zdj,zdj,lòu
记,讠己,zdjy,zd,zd,jì
漏,,zdjy,,,
𣲺,,zdkd,,,
𬉚,,zdkp,,,
𪵰,,zdku,,,
𬤜,,zdky,,,
𣵝,,zdlb,,,
𭲫,,zdlm,,,
䜧,讠刀止,zdly,,,nǎo
𰶎,,zdly,,,
𣴻,,zdlz,,,
涮,氵尸巾刂,zdml,zdm,zdm,shuàn
𣿠,,zdno,,,
㴮,氵尸⺌月,zdns,,,xiè
湄,氵{声下}目,zdnv,zdn,zdn,méi
𣷍,,zdnv,,,
𥇲,,zdnv,,,
汉,氵又,zdo,,,hàn·nǜ
漒,氵弓口虫,zdol,,,qiáng
沼,氵刀口,zdov,,,zhǎo
𠴸,,zdov,,,
澄,氵癶口䒑,zdox,,,chéng·dèng
澼,氵尸口辛,zdoy,,,pì
诏,讠刀口,zdoy,,,zhào
波,氵皮,zdp,,,bō
㳽,氵弓𠂉小,zdpc,,,mǐ
涨,氵弓长,zdpc,,,zhǎng·zhàng
𬇲,,zdpi,,,
𣺍,,zdpi,,,
鿄,,zdpi,,,
涩,氵刀丿止,zdpl,,,sè
澀,氵刀丿止,zdpl,,,sè
𥁤,,zdpm,,,
𬐔,,zdpo,,,
涊,氵刀丿心,zdpr,,,niǎn
㲽,氵刀丿,zdpu,,,niàn·rěn·xiàn
𥹭,,zdpx,,,
讱,讠刀丿,zdpy,,,rèn
诐,讠皮,zdpy,,,bì
𰶈,,zdpy,,,
𣲻,,zdqj,,,
𣿫,,zdqn,,,
𣾮,,zdqq,,,
𣸍,,zdqs,,,
𩸓,,zdqv,,,
𣻨,,zdra,,,
泦,氵尸九,zdrj,,,jú
𬇳,,zdrj,,,
浘,氵尸毛,zdrm,,,wěi
㨇,氵皮手,zdrs,,,pó
𭝙,,zdrx,,,
𫍪,,zdry,,,
汜,氵巳,zds,,,sì
湧,氵龴用力,zdsc,,,yǒng
戺,户巳,zdsh,,,shì
灟,氵尸勹虫,zdsl,,,zhú
𭰥,,zdsn,,,
慂,氵龴用心,zdsr,,,yǒng
𣹍,,zdsw,,,
涌,氵龴用,zdsy,,,yǒng·chōng
诵,讠龴用,zdsy,,,sòng
𣻢,,zdsz,,,
𢩡,,zdth,,,
梁,氵刀八木,zdti,zdt,zdt,liáng
梁,,zdti,,,
𬈕,,zdtm,,,
㵒,氵弓{介下}貝,zdtn,,,fèi·bì·pài
澱,氵尸八殳,zdtq,,,diàn
𥞹,,zdtr,,,
沸,氵弓{介下},zdtu,,,fèi
滩,氵又隹,zdtw,,,tān
粱,氵刀八米,zdtx,,,liáng
𬤥,,zdty,,,
𬣧,,zdty,,,
𤂿,,zdtz,,,
𱈤,,zdun,,,
決,氵コ人,zduu,,,jué
𤂎,,zduu,,,
𪁠,,zduu,,,
𤀛,,zduu,,,
诀,讠コ人,zduy,zdu,zdu,jué
𰝌,,zdvb,,,
𨧒,,zdvh,,,
泥,氵尸匕,zdvi,zdv,zdv,ní·nì
泥,,zdvi,,,
埿,氵尸匕土,zdvj,,,ní·bàn·nì
𬈤,,zdvp,,,
𩸧,,zdvq,,,
𢛜,,zdvr,,,
𤂏,,zdvs,,,
𩜥,,zdvs,,,
錃,氵皮金,zdvv,,,pī·bēi
𣼣,,zdvv,,,
𥺜,,zdvx,,,
湋,氵韋,zdw,,,wéi
㳗,氵又丶土,zdwj,,,chài·chà
𣽔,,zdwj,,,
溞,氵又丶虫,zdwl,,,sāo
汊,氵又丶,zdwu,zdw,zdw,chà
沢,氵尸丶,zdwu,,,zé
浕,氵尸丶⺀,zdwz,,,jìn
𣼇,,zdxa,,,
𬉆,,zdxc,,,
𣹢,,zdxe,,,
焈,户巳火,zdxh,,,xī
𣸹,,zdxh,,,
𬈃,,zdxi,,,
𩰾,,zdxk,,,
𪾛,,zdxm,,,
𣻬,,zdxm,,,
𬮹,,zdxm,,,
𭟕,,zdxr,,,
𰜣,,zdxy,,,
𬉪,,zdyi,,,
𤃎,,zdyj,,,
𣶅,,zdyl,,,
𰿾,,zdym,,,
𣹲,,zdyx,,,
𰜋,,zdzo,,,
𤀝,,zeab,,,
𣾗,,zeac,,,
沄,氵二厶,zeai,,zea,yún
𰝄,,zean,,,
𪶝,,zeao,,,
溙,氵𡗗氺,zeas,,,tài
𣼌,,zeas,,,
溸,氵龶糸,zeav,,,sù
瀞,氵龶彐亅,zebb,,,jìng
瀞,,zebb,,,
瀞,,zebb,,,
淒,氵十彐女,zebc,,,qī
渤,氵十子力,zebc,zeb,zeb,bó
𣵍,,zebg,,,
乧,⺀十乙,zebi,,,dǒu
𬼱,,zebi,,,
㴾,氵十子攵,zebp,,,bó
㪲,⺀十𠃍,zebu,,,
𰝢,,zebz,,,
𰛞,,zecl,,,
𥁡,,zecm,,,
𬮲,,zecm,,,
𢙁,,zecr,,,
𭲚,,zecr,,,
汚,氵二乚,zecu,,,wū
沍,氵二{互中},zecu,,zec,hù
𣲘,,zecu,,,
㜑,氵甫女,zecv,,,fú·pó
㴗,氵覀女,zecv,,,yōu
𡝝,,zecv,,,
𬇘,,zecw,,,
𪬬,,zecw,,,
汀,氵丁,zed,,,tīng
𪶪,,zedj,,,
𤄍,,zedk,,,
𮤫,,zedm,,,
汥,氵十又,zedo,,,zhī·jì
订,讠丁,zedy,,,dìng
𬣛,,zedy,,,
潖,氵王王巴,zeed,,,pá
𤆀,,zeee,,,
𭰌,,zeee,,,
汧,,zeeg,,,
𢨧,,zeeh,,,
𣽡,,zeei,,,
𣶇,,zeem,,,
滒,氵丁丁口,zeeo,,,gē
𣾏,,zeeo,,,
𣁹,,zeey,,,
浦,氵甫,zef,,,pǔ
鿰,,zefb,,,
㵱,氵覀示寸,zefi,,,piǎo
溨,氵十戈木,zefi,,,zāi·cái
𰝑,,zefj,,,
𣿖,,zefl,,,
渽,氵十戈口,zefo,,,zāi
𤅜,,zefq,,,
𤃛,,zefr,,,
漂,氵覀示,zefs,,,piāo·piǎo·piào
𬈙,,zefs,,,
㵶,氵十戈隹,zeft,,,zuō
湊,氵𡗗天,zeft,,,còu
淎,氵𡗗キ,zefu,,,pěng
读,讠十大,zefy,,,dú·dòu
𰵩,,zefy,,,
汗,氵干,zeg,,,hàn·hán
𬉥,,zegc,,,
𭱸,,zege,,,
𣁯,,zegg,,,
𣷻,,zegg,,,
𣂇,,zegl,,,
闬,门干,zegm,,,hàn·bì
𰛽,,zegm,,,
𭲖,,zegr,,,
𣽗,,zegw,,,
𣻔,,zegx,,,
㴿,氵丁頁,zegy,,,dǐng
讦,讠干,zegy,,,jié
𣽥,,zegy,,,
𩑯,,zegy,,,
𪶗,,zehe,,,
𣷝,,zehg,,,
𣸣,,zehm,,,
濆,氵十廾貝,zehn,,zeh,fén·pēn
濆,,zehn,,,
𬈲,,zehq,,,
灢,氵十{冓上}𧘇,zehr,,,nǎng
𣼰,,zehr,,,
𤃈,,zehr,,,
㶚,氵覀革月,zehs,,,bà
瀻,氵十龷八,zeht,,,dài
㳥,氵王廾,zehv,,,jù·lòng
泋,氵十廾,zehv,,,huì·huǐ
𭱃,,zehv,,,
溥,氵甫寸,zeic,zei,zei,pǔ
溧,氵覀木,zeiv,,,lì
𤅤,,zeje,,,
𬮱,,zejm,,,
湮,氵覀土,zejv,zej,zej,yān·yīn
湮,,zejv,,,
𡏋,,zejv,,,
𡊺,,zejv,,,
谳,讠十犬,zejy,,,yàn
𬤇,,zejy,,,
𣷼,,zeka,,,
𬉧,,zekd,,,
潮,氵十早月,zeks,zek,zek,cháo
洹,氵二日,zekv,,,huán
湷,氵𡗗日,zekv,,,zhuāng·hún
𭳱,,zekv,,,
𤁎,,zekx,,,
谭,讠覀早,zeky,,,tán
潭,氵覀早,zekz,,,tán
𣶃,,zekz,,,
𭯿,,zeld,,,
𰜲,,zele,,,
瀐,氵十非一,zelg,,,jiān
𤅧,,zell,,,
溤,氵馬,zem,,,mǎ
渍,氵龶贝,zemb,zem,zem,zì
𣵨,,zemd,,,
𰛬,,zemf,,,
𭱋,,zemj,,,
𣹷,,zemj,,,
𥂈,,zemm,,,
𥁇,,zemm,,,
淸,氵龶冂丄,zemo,,,qīng
洅,氵王冂,zemu,,,zài
𪷍,,zemv,,,
𫟢,,zemy,,,
漬,氵龶貝,zenb,,,zì
𣿦,,zenb,,,
𢩔,,zenh,,,
𬈧,,zeno,,,
淔,氵十且,zenq,,,zhí
𣽏,,zenr,,,
滇,氵十且八,zent,zen,zen,diān
𣵾,,zenu,,,
𣾓,,zeof,,,
𭳒,,zeog,,,
𭳍,,zeoi,,,
𬈴,,zeok,,,
㪳,⺀十〇,zeol,,,
𬮠,,zeom,,,
𭲕,,zeop,,,
𰝓,,zeot,,,
㖍,⺀十口匕,zeov,,,
河,氵丁口,zeov,zeo,zeo,hé
诃,讠丁口,zeoy,,,hē
𬤐,,zeoy,,,
漧,氵十𠂉乙,zepb,,zep,gān
𭊼,,zepf,,,
𧗉,,zepm,,,
𪸃,,zepx,,,
𫍵,,zepy,,,
溹,氵十冖糸,zeqa,,,suò·sè
浡,氵十冖子,zeqb,,,bó
濪,氵龶⺈巴,zeqd,,zeq,qìng·jìng
𰜽,,zeqm,,,
滶,氵龶⺈攵,zeqp,,,áo
𣳩,,zeqq,,,
𬵋,,zeqv,,,
𣁰,,zerj,,,
濏,氵王心丿,zerp,,,sè
𣷴,,zeru,,,
溱,氵𡗗禾,zerv,zer,zer,zhēn·qín
𬈚,,zesb,,,
𣁻,,zesi,,,
𬉦,,zesl,,,
𣂌,,zesl,,,
㵾,氵龶月見,zesn,,,jìng·qìng
𤁓,,zesp,,,
𣽉,,zess,,,
𬇛,,zesu,,,
清,氵龶月,zesv,,zes,qīng
请,讠龶月,zesy,zes,,qǐng
𣵋,,zesy,,,
潮,,zesz,,,
𪯫,,zeti,,,
阗,门十八,zetm,zet,zet,tián
𤃬,,zett,,,
𱁉,,zetw,,,
斗,⺀十,zeu,,,dǒu·dòu
汁,氵十,zeu,,,zhī
⽃,,zeu,,,
𣿀,,zeua,,,
𪷫,,zeua,,,
瀚,氵十人羽,zeuc,,,hàn
澣,氵十人干,zeue,,,huàn·huǎn·wǎn
𤂭,,zeue,,,
𣻛,,zeuj,,,
𬷄,,zeun,,,
𪁘,,zeun,,,
𣹗,,zeus,,,
计,讠十,zeuy,ze,ze,jì
汪,氵王,zev,,,wāng
𫿴,,zevb,,,
㳈,氵十儿,zeve,,,pèi
𤂅,,zevi,,,
澘,氵十儿日,zevk,,,shān
闰,门王,zevm,,,rùn
𬮬,,zevm,,,
𱀀,,zevm,,,
𭰗,,zevu,,,
𣁶,,zevx,,,
𣁿,,zevx,,,
𣁲,,zevz,,,
𣾔,,zewb,,,
𭲙,,zewf,,,
𣻴,,zewy,,,
洒,氵西,zex,,,sǎ·xǐ·cuǐ·sěn·xiǎn·xùn
𰝲,,zexc,,,
㶠,氵馬䒑十,zexe,,,yì
湳,氵十䒑十,zexe,,,nǎn
潥,氵覀米,zexm,,,sù
𰿬,,zexm,,,
泙,氵干丷,zexu,,,pēng·píng
𰛟,,zexu,,,
𣺗,,zexv,,,
评,讠干丷,zexy,,,píng
酒,氵酉,zey,,,jiǔ
𭱢,,zeyc,,,
𣃜,,zeyu,,,
𮙋,,zeyy,,,
涱,氵長,zez,,,zhàng
䢏,⺀十辶,zezd,,,
濣,氵十⺀十,zeze,,,wò
𣁾,,zeze,,,
渎,氵十⺀大,zezf,zez,zez,dú·dòu
𣶕,,zfae,,,
㵴,氵戈爿臣,zfaf,,,cáng
䋯,户戈糸,zfah,,,qǐ·qìng
㳒,氵大厶,zfai,,,fǎ·biàn
𣵟,,zfas,,,
𣸸,,zfas,,,
沌,氵七凵,zfau,zfa,zfa,dùn·zhuàn
𣴤,,zfay,,,
𰵍,,zfay,,,
𪦽,,zfbh,,,
闱,门キ𠃌,zfbm,,,wéi
𬈊,,zfbo,,,
𣻧,,zfbr,,,
𣲗,,zfbu,,,
𬇠,,zfbu,,,
𣲐,,zfbw,,,
讳,讠キ𠃌,zfby,,,huì
诚,讠戊𠃌,zfby,zfb,zfb,chéng
𣴷,,zfcp,,,
泧,氵戈乚,zfcu,,,yuè·sà·xuè
𣲞,,zfcu,,,
𣳐,,zfcv,,,
添,氵天小丶,zfcw,zfc,zfc,tiān
𣶾,,zfcw,,,
𣶠,,zfcw,,,
𰛒,,zfcx,,,
𬤟,,zfcy,,,
𤃜,,zfcz,,,
头,⺀大,zfd,zf,zf,tóu·tou
汏,氵大,zfd,,,tài·dà
𪷬,,zfda,,,
𬇫,,zfdb,,,
沏,氵七刀,zfdd,,,qī
𭰨,,zfdd,,,
洟,氵大弓,zfdg,,,yí
戻,户大,zfdh,,,tì·lì
𪭘,,zfdh,,,
渠,氵匚コ木,zfdi,zfd,zfd,qú·jù
𣵹,,zfdj,,,
𣻹,,zfdj,,,
𤂐,,zfdn,,,
𪶎,,zfdo,,,
𣳏,,zfdo,,,
𪷨,,zfdr,,,
𭵺,,zfds,,,
𤀠,,zfds,,,
𤏁,,zfds,,,
𭶉,,zfds,,,
𣶔,,zfdt,,,
洰,氵匚コ,zfdu,,,jù
𰛓,,zfdu,,,
𭰬,,zfdv,,,
讵,讠匚コ,zfdy,,,jù
𰵕,,zfdy,,,
𭰍,,zfe,,,
𣺮,,zfec,,,
𭯾,,zfed,,,
𪵷,,zfee,,,
渀,氵大十廾,zfeh,,,bèn·bēn
𤁡,,zfek,,,
𬮣,,zfem,,,
𭲘,,zfen,,,
渏,氵大丁口,zfeo,,,yī
洭,氵匚王,zfev,,,kuāng
𣵱,,zfev,,,
诓,讠匚王,zfey,zfe,zfe,kuāng
𣾣,,zfez,,,
𤀱,,zfez,,,
汇,氵匚,zff,,,huì
𣻟,,zffe,,,
𭳟,,zfff,,,
淺,氵戈戈,zffg,,,qiǎn·jiān
𣴮,,zffg,,,
肈,户戈キ,zffh,,,zhào
𣿷,,zffj,,,
㴁,氵天キ丨,zffk,,,yì
𬉉,,zffm,,,
𰿷,,zffm,,,
㴎,氵大示,zffs,,,
𣴰,,zffu,,,
㳀,氵戈,zfg,,,guò·kǎi·xì
𣽂,,zfga,,,
𣸵,,zfgc,,,
𣳹,,zfgi,,,
洿,氵大一丂,zfgj,,,wū
𣾸,,zfgl,,,
𬈈,,zfgl,,,
阈,门戈一,zfgm,zfg,zfg,yù
濫,,zfgm,,,
𤂾,,zfgn,,,
𤂺,,zfgn,,,
𣺚,,zfgn,,,
減,氵戊一口,zfgo,,,jiǎn
湁,氵扌一口,zfgo,,,chì
𭑛,,zfgo,,,
𣺁,,zfgs,,,
𣲔,,zfgu,,,
滅,氵戊一火,zfgx,,,miè
㶊,氵臣頁,zfgy,,,
𫍢,,zfgy,,,
㵮,氵大革,zfhg,,,chún·wěn
𬉰,,zfhg,,,
𭱶,,zfho,,,
𣴛,,zfhu,,,
㳦,氵戈廾,zfhv,,,xiè
诫,讠戈廾,zfhy,zfh,zfh,jiè
𣽑,,zfhz,,,
𪵫,,zfi,,,
𤅅,,zfii,,,
𣯸,,zfir,,,
𣸂,,zfit,,,
𪆂,,zfiu,,,
柒,氵七木,zfiv,,,qī
试,讠弋工,zfiy,zfi,zfi,shì
𫆏,,zfjh,,,
𪶙,,zfjj,,,
𰊢,,zfjj,,,
㵔,氵大耂日,zfjk,,,chě·chè
𰜱,,zfjk,,,
𣻂,,zfjo,,,
𣳃,,zfju,,,
𫗚,,zfjv,,,
潦,氵大日小,zfkc,,,lǎo·lào·liáo
𣹐,,zfkc,,,
淹,氵大电,zfkd,,,yān
𪭛,,zfkh,,,
𭰙,,zfkj,,,
阉,门大电,zfkm,,,yān
汫,氵キ丨,zfku,,,jǐng
𣿳,,zfkx,,,
讲,讠キ丨,zfky,zfk,zfk,jiǎng
谮,讠匚曰,zfky,,,zèn
𫍫,,zfky,,,
𰶄,,zfky,,,
𬰣,,zfle,,,
𪶬,,zflf,,,
𧕎,,zfll,,,
𤅸,,zflm,,,
灠,氵臣罒見,zfmn,,zfm,lǎn
𣺭,,zfmu,,,
䁉,户戈目,zfnh,,,qì
𫎠,,zfnh,,,
𰋰,,zfnl,,,
𣽦,,zfoc,,,
𭒞,,zfoc,,,
㵄,氵戈口天,zfof,,,hàn·qià·yù
𣾒,,zfof,,,
淢,氵戈口一,zfog,,,yù·xù
𣾃,,zfog,,,
啔,户戈口,zfoh,,,qǐ
𣚘,,zfoi,,,
洍,氵匚口丨,zfok,,,sì
𬐴,,zfom,,,
𬮮,,zfom,,,
漚,氵匚口吅,zfoo,,zfo,òu·ōu
瀶,氵臣口吅,zfoo,,,lín
澸,氵戊口心,zfor,,,gǎn·dǎn
𣲳,,zfov,,,
𣵞,,zfov,,,
𣺔,,zfox,,,
𫍯,,zfoy,,,
𣶐,,zfpa,,,
㳺,氵扌𠂉子,zfpb,,,yóu
𣴜,,zfpf,,,
浇,氵七丿兀,zfpg,zfp,zfp,jiāo
濫,氵臣𠂉皿,zfpm,,,làn
𪶍,,zfpn,,,
𰝔,,zfpo,,,
𤂤,,zfpp,,,
㲺,氵七,zfq,,,jí·kè·léi
𪸄,,zfqk,,,
𤀸,,zfqv,,,
浙,氵扌⺁丅,zfrj,,,zhè
渐,氵车⺁丅,zfrj,zfr,zfr,jiàn·jiān
𤂊,,zfrj,,,
𣸅,,zfro,,,
沶,氵示,zfs,,,yí·chí·shì
𤅳,,zfsj,,,
𤁭,,zfsj,,,
浳,氵弋月,zfsv,,zfs,yì
沤,氵匚乂,zfti,zft,,òu·ōu
𭳑,,zfti,,,
𬮜,,zftm,,,
𰛫,,zftp,,,
漺,氵大乂乂,zftt,,,shuǎng·chuǎng
𣾀,,zftt,,,
滙,氵匚隹,zftw,,,huì
𪷐,,zftw,,,
讴,讠匚乂,zfty,,zft,ōu
𫍝,,zfty,,,
𣾰,,zfua,,,
淹,,zfuc,,,
𣼜,,zfuc,,,
𭲛,,zfun,,,
浹,氵大人人,zfuu,,zfu,jiā
𤃼,,zfuu,,,
𣼊,,zfuv,,,
𬈗,,zfvc,,,
𣲪,,zfve,,,
潛,氵匚儿曰,zfvk,,zfv,qián
𤂯,,zfvn,,,
𣾤,,zfvs,,,
𣳡,,zfw,,,
𣹆,,zfwm,,,
㳚,氵戊丶,zfwu,,,yù·xù
汰,氵大丶,zfwu,zfw,zfw,tài
𣸳,,zfwy,,,
𣸷,,zfxa,,,
𣷟,,zfxe,,,
𪶜,,zfxh,,,
灊,氵匚䒑丨,zfxk,,zfx,qián
灊,,zfxk,,,
𭳐,,zfxk,,,
𭲜,,zfxn,,,
𤃖,,zfxq,,,
𣵩,,zfxv,,,
𣿔,,zfxz,,,
𤃧,,zfxz,,,
𣲨,,zfy,,,
𭰪,,zfyl,,,
𰿩,,zfym,,,
讶,讠牙,zfyy,zfy,zfy,yà
㳠,氵大辶,zfzd,,,tà
涟,氵车辶,zfzd,zfz,zfz,lián
𭑎,,zfze,,,
闼,门大辶,zfzm,,,tà
𣿬,,zfzt,,,
𰛔,,zfzu,,,
𬣽,,zfzy,,,
𬣵,,zfzy,,,
𬈖,,zgab,,,
洷,氵一厶土,zgaj,,,zhì
溼,氵一幺土,zgaj,,zga,shī
𤃁,,zgaj,,,
㵐,氵厂屮欠,zgaq,,,jué
𮭋,,zgau,,,
𣴑,,zgav,,,
𣲑,,zgay,,,
㳅,氵不,zgb,,,jiǎo·liú
𭔻,,zgbi,,,
𣶏,,zgbl,,,
𬮙,,zgbm,,,
𰝝,,zgbm,,,
𣵑,,zgbp,,,
𬇕,,zgbu,,,
𬇵,,zgcg,,,
涇,氵一巛工,zgci,,,jīng
沥,氵厂力,zgcl,zgc,zgc,lì
𭰛,,zgcl,,,
𣶖,,zgcr,,,
𢢵,,zgcr,,,
漹,氵一乚灬,zgcs,,,yān
𣲠,,zgd,,,
𮤴,,zgdm,,,
𪷪,,zgdn,,,
浯,氵一{五下}口,zgdo,zgd,zgd,wú
洏,氵而,zge,,,ér
𣲇,,zged,,,
𣳙,,zgeg,,,
𬮫,,zgem,,,
𠦖,,zgeu,,,
𣳶,,zgeu,,,
𣻝,,zgfb,,,
渜,氵而大,zgfd,,,nuǎn·nuán
浅,氵一戈,zgfg,zgf,zgf,qiǎn·jiān
𥂆,,zgfm,,,
𰝚,,zgfs,,,
𬣡,,zgfy,,,
𬣨,,zgfy,,,
𪵱,,zggb,,,
𣽈,,zgge,,,
𣸶,,zggf,,,
𤂬,,zggg,,,
𭱍,,zggh,,,
𭲒,,zggk,,,
𭲔,,zggk,,,
𰿨,,zggm,,,
𣳎,,zggu,,,
沅,氵一兀,zggw,zgg,zgg,yuán
𤃣,,zggy,,,
𰜥,,zghh,,,
濿,氵厂艹禺,zghk,,,lì
𫔭,,zghm,,,
厳,⺍厂耳攵,zghp,,,yán
汧,氵一廾,zghv,,zgh,qiān
𣷮,,zghv,,,
溽,氵辰寸,zgic,zgi,zgi,rù
𡜡,,zgic,,,
𭱈,,zgic,,,
𬇸,,zgig,,,
𪷩,,zgii,,,
𤁋,,zgil,,,
盓,氵一{于下}皿,zgim,,,yū·wū
汙,氵一{于下},zgiu,,,wū
𣸺,,zgiv,,,
𬣙,,zgiy,,,
𡜂,,zgjc,,,
涯,氵厂土土,zgjj,,,yá
污,氵一丂,zgjk,zgj,zgj,wū
瀦,氵豕耂日,zgjk,,,zhū
𪵭,,zgjk,,,
𪶌,,zgjl,,,
𨸅,,zgjm,,,
㴛,氵一土攵,zgjp,,,zhì
𣴇,,zgjq,,,
𣶣,,zgka,,,
𣶩,,zgka,,,
㴟,氵厂曰子,zgkb,,,
𤄆,,zgkc,,,
湹,氵厂甲二,zgke,,,chán
瀜,氵一丨虫,zgkl,,,róng
𨸆,,zgkm,,,
𣉣,,zgko,,,
浭,氵一日乂,zgkt,,zgk,gēng
洦,氵丆日,zgkv,,,pò
𬤑,,zgky,,,
𣸼,,zgkz,,,
洌,氵歹刂,zgld,,,liè
湎,氵丆〢二,zgle,,,miǎn
𪶭,,zgls,,,
𪷌,,zgls,,,
𣸀,,zglv,,,
证,讠一止,zgly,zgl,zgl,zhèng
𬣶,,zgly,,,
泟,氵一止,zglz,,,chēng
沛,氵一巾,zgmj,zgm,zgm,pèi
沞,氵一巾,zgmj,,,zā
𤄊,,zgmj,,,
𬮶,,zgmm,,,
𬇞,,zgmu,,,
浱,氵辰,zgn,,,chún
𣼸,,zgnf,,,
𬈦,,zgnl,,,
𭰫,,zgno,,,
𣹖,,zgnq,,,
𣴨,,zgnv,,,
𭱣,,zgnv,,,
𫍨,,zgny,,,
𣸰,,zgoc,,,
漙,氵一丄寸,zgoi,,,tuán·zhuān
湢,氵一口田,zgok,,,bì
𰿿,,zgom,,,
潓,氵一丄心,zgor,,,huì
𣳪,,zgot,,,
㳪,氵不口,zgov,,,pàn·pì
滣,氵辰口,zgov,,,chún
浢,氵一口䒑,zgox,,,dòu
𤃶,,zgox,,,
语,讠一口,zgoy,zgo,zgo,yǔ·yù
𫔵,,zgpm,,,
𫍶,,zgpy,,,
𤃹,,zgrg,,,
𤃝,,zgrk,,,
瀝,氵厂禾止,zgrl,,zgr,lì
𫔷,,zgrm,,,
𤃉,,zgrr,,,
瀀,氵丆心夂,zgrv,,,yōu
𣵠,,zgs,,,
𦚑,,zgsh,,,
𰝜,,zgsj,,,
漘,氵辰月,zgsv,,zgs,chún
𫆬,,zgsv,,,
𤂝,,zgta,,,
举,⺍一八キ,zgtf,zgt,zgt,jǔ
𪿝,,zgtg,,,
𬇝,,zgtl,,,
挙,⺍一八手,zgtr,,,jǔ
𱉰,,zgts,,,
兴,⺍一八,zgtu,zg,zg,xīng·xìng
𤂮,,zgtu,,,
𪶫,,zgtw,,,
誉,⺍一八言,zgty,,,yù
源,氵厂白小,zguc,zgu,zgu,yuán
𢨿,,zguh,,,
𬈇,,zgui,,,
闩,门一,zgum,,,shuān
𣽀,,zgut,,,
㳁,氵厂人,zguu,,,zè
𭳺,,zguw,,,
𰵺,,zguy,,,
沰,氵石,zgv,,,tuō·duó
𰛠,,zgvi,,,
𤁄,,zgvj,,,
𣲍,,zgw,,,
𪷝,,zgwl,,,
涿,氵豕丶,zgwu,zgw,zgw,zhuō
灑,氵一丶鹿,zgww,,,sǎ
诼,讠豕丶,zgwy,,,zhuó
𣶮,,zgxa,,,
𤃌,,zgxg,,,
㴻,氵一䒑寸,zgxi,,,
𪷏,,zgxi,,,
滆,氵一䒑丨,zgxk,,zgx,gé
𣽄,,zgxl,,,
𰿯,,zgxm,,,
𰵫,,zgxy,,,
湏,氵頁,zgy,,,huì·mǐn·xū
𬱁,,zgyo,,,
𣸒,,zgyx,,,
𣷊,,zgze,,,
𬣴,,zgzy,,,
户,户,zh,,,hù
㶌,氵耳幺丱,zhaa,,,lián
𫥭,,zhaa,,,
滋,,zhaa,,,
𰛤,,zhae,,,
㶓,氵艹爿臣,zhaf,,,cáng
汯,氵𠂇厶,zhai,,,hóng
𤄶,,zhai,,,
𭳚,,zhai,,,
𣼥,,zhaj,,,
𭳀,,zhak,,,
濭,氵艹厶皿,zham,,,ǎi·kài·kè
闳,门𠂇厶,zham,zha,zha,hóng
𣹓,,zhao,,,
𣽫,,zhar,,,
𭳝,,zhas,,,
㵁,氵艹厶儿,zhav,,,
濝,氵其糸,zhav,,,qí
𪶘,,zhbv,,,
𰵖,,zhby,,,
𣿻,,zhcc,,,
𪭕,,zhcf,,,
𣼷,,zhcl,,,
𣺾,,zhco,,,
𣺌,,zhcp,,,
瀳,氵艹乚灬,zhcs,,,jiàn·zùn
潇,氵艹小{介下},zhct,,,xiāo
㳧,氵耳乚,zhcu,,,xí·chè·rè
湛,氵其乚,zhcu,zhc,zhc,zhàn
𣺬,,zhcv,,,
𭳲,,zhcw,,,
𣺖,,zhcw,,,
谌,讠其乚,zhcy,,,chén·shèn
𬣿,,zhcy,,,
𣼏,,zhda,,,
滠,氵耳又又,zhdd,,,shè
𣿮,,zhdf,,,
𣾛,,zhdg,,,
𣺜,,zhdg,,,
𭰜,,zhdj,,,
澑,氵丌コ田,zhdk,,,liū·liù
𪷞,,zhdm,,,
𭰮,,zhdo,,,
𰛍,,zhdo,,,
沷,氵𠂇又丶,zhdw,,,fā
诹,讠耳又,zhdy,zhd,zhd,zōu
𰵹,,zhdy,,,
洱,氵耳,zhe,,,ěr
𣶽,,zhea,,,
𪷵,,zhea,,,
𣵷,,zheb,,,
𪷠,,zhed,,,
𣿯,,zhed,,,
泔,氵艹二,zhee,,,gān
漌,氵革二,zhee,,,jǐn
𣾑,,zhee,,,
𬈩,,zhef,,,
𭱌,,zheg,,,
澕,氵艹干龷,zheh,,,hé
𣾘,,zheh,,,
湈,氵艹二木,zhei,,,méi
𭳭,,zhei,,,
𤂹,,zhek,,,
𭳰,,zhel,,,
闻,门耳,zhem,,,wén
渮,氵艹丁口,zheo,,,hé·gē
𬉔,,zher,,,
滢,氵艹王丶,zhew,,,yíng
𣺋,,zhex,,,
谨,讠革二,zhey,,,jǐn
𬣠,,zhey,,,
𰝭,,zhfa,,,
𤅠,,zhfe,,,
𣸽,,zhfe,,,
𤂘,,zhff,,,
濗,氵艹大巾,zhfm,,,mì
𣿛,,zhfo,,,
𣴱,,zhfu,,,
瀎,氵艹戊丶,zhfw,,,miè·mò
𣸻,,zhfw,,,
谟,讠艹大,zhfy,zhf,zhf,mó
㴖,氵革,zhg,,,luò
𣷏,,zhgb,,,
濛,氵艹一豕,zhgg,,zhg,méng
𣻻,,zhgg,,,
𭰳,,zhgg,,,
