char,division,code,orig_simp,acewho_simp,pinyin
𨆠,,ohfz,,,
㗆,口革,ohg,,,gé·kài
𠶙,,ohgb,,,
𫪜,,ohgb,,,
𠻠,,ohgd,,,
𠸖,,ohgd,,,
𡁏,,ohgg,,,
𠻬,,ohgi,,,
𭇻,,ohgi,,,
𠿸,,ohgj,,,
𡄷,,ohgl,,,
嗒,口艹一口,ohgo,ohg,ohg,tà·dā
𪢧,,ohgr,,,
𧿰,,ohgz,,,
𠺊,,ohhe,,,
囁,口耳耳耳,ohhh,,,niè
𠿚,,ohhi,,,
喏,口艹𠂇口,ohho,ohh,ohh,nuò·rě
䠜,⻊艹耳,ohhz,,,róng·rǒng
躡,⻊耳耳,ohhz,,,niè
𨅯,,ohhz,,,
咗,口𠂇工,ohig,,,zuo
𭌖,,ohii,,,
𫪳,,ohis,,,
喋,口世木,ohiv,ohi,ohi,dié·zhá
蹀,⻊世木,ohiz,,,dié
𡂫,,ohiz,,,
𮛏,,ohiz,,,
𨆡,,ohiz,,,
𨅈,,ohiz,,,
𨃓,,ohiz,,,
𮜌,,ohiz,,,
𨂏,,ohiz,,,
𰸜,,ohiz,,,
𭈏,,ohjf,,,
𠸋,,ohjg,,,
𠻵,,ohjh,,,
𭊋,,ohji,,,
嚡,口革土土,ohjj,,ohj,xié·hái
𡅧,,ohjt,,,
𫛗,,ohju,,,
𠺜,,ohjv,,,
𠼻,,ohjv,,,
𡂴,,ohjz,,,
𨀬,,ohjz,,,
𨄎,,ohjz,,,
𮜂,,ohjz,,,
𨃖,,ohjz,,,
𧿄,,ohjz,,,
𠱜,,ohkb,,,
𡀇,,ohke,,,
嗼,口艹日大,ohkf,,,mò
𠻶,,ohkh,,,
𫫺,,ohkj,,,
𠱽,,ohkj,,,
囆,口艹禺虫,ohkl,,,chài
𧔺,,ohkl,,,
喵,口艹田,ohkt,,,miāo
𠾛,,ohkt,,,
唶,口龷日,ohkv,,,jiè·zé·jí
𫬋,,ohkx,,,
噧,口艹禺,ohky,,,xiè
踖,⻊龷日,ohkz,,,jí
蹧,⻊{冓上}日,ohkz,,,zāo
躇,⻊艹日,ohkz,ohk,ohk,chú
躤,⻊艹日,ohkz,,,jí·jiè
𫬱,,ohkz,,,
𠹊,,ohkz,,,
𨆣,,ohkz,,,
𨅱,,ohkz,,,
𡀌,,ohlc,,,
𨇿,,ohlz,,,
𭋽,,ohmd,,,
𠸄,,ohmf,,,
㗕,口{冓上}冂土,ohmj,,,gòu·gōu
咘,口𠂇巾,ohmj,,,bù
嘈,口{冓上}冂日,ohmk,ohm,ohm,cáo
嚆,口艹冂口,ohmo,,,hāo
蹛,⻊卅巾,ohmz,,,dài·dān·diē·zhì
𨈅,,ohmz,,,
𨀒,,ohmz,,,
𮜝,,ohmz,,,
𨃋,,ohmz,,,
𰸚,,ohmz,,,
𭌾,,ohnt,,,
囒,口艹囗丷,ohnx,,ohn,lán
𪢠,,ohnx,,,
𨇇,,ohnz,,,
𭋷,,ohoh,,,
嘆,口艹口夫,ohoj,,oho,tàn
嘆,,ohoj,,,
嘆,,ohoj,,,
𡁢,,ohom,,,
㘃,口艹口心,ohor,,,ruò
𪢎,,ohor,,,
嚾,口艹吅隹,ohot,,,huàn·huān
𠻼,,ohox,,,
𡃻,,ohox,,,
𡅱,,ohox,,,
𡅻,,ohox,,,
𭋾,,ohox,,,
蹃,⻊艹口,ohoz,oho,,nuò·nà·rè
𨃐,,ohoz,,,
𨃧,,ohoz,,,
𨃚,,ohoz,,,
㗦,口耳丿卩,ohpa,,,láo
𭌢,,ohpe,,,
𠺈,,ohpf,,,
𠷆,,ohpl,,,
㘕,口艹𠂉皿,ohpm,,,hǎn·lán
𡄳,,ohpp,,,
𠻋,,ohps,,,
𫬺,,ohpy,,,
𨅖,,ohpz,,,
𨅢,,ohpz,,,
唭,口其,ohq,,,qì
𠴩,,ohq,,,
唠,口艹冖力,ohqc,ohq,ohq,lào·láo
㗣,口卅冖巾,ohqm,,,tì
𫪺,,ohqm,,,
𠿁,,ohqq,,,
𭋥,,ohqq,,,
囌,口艹魚禾,ohqr,,,sū
踑,⻊其,ohqz,,,jī·jì·qí
𠾭,,ohrc,,,
嘶,口其⺁丅,ohrj,ohr,ohr,sī
𭈺,,ohrp,,,
𠺨,,ohrx,,,
𭈎,,ohry,,,
呭,口世,ohs,,,yì
𡁿,,ohsa,,,
喐,口𠂇月阝,ohsb,,,huò·guó·xù·yù
𡂠,,ohsf,,,
𡆜,,ohsl,,,
𫬉,,ohsl,,,
𠸚,,ohso,,,
𠾎,,ohsp,,,
㖴,口艹勹{两撇},ohss,,,
𰈸,,ohst,,,
哊,口𠂇月,ohsv,,,yòu
𭊫,,ohsv,,,
跇,⻊世,ohsz,ohs,ohs,yì
𨅤,,ohsz,,,
𨇟,,ohsz,,,
𡅳,,ohtc,,,
嚄,口艹隹又,ohtd,,,huò·ǒ
𪡝,,ohtd,,,
𫪝,,ohtd,,,
哎,口艹乂,ohti,oht,oht,āi
𭉡,,ohtr,,,
𡆖,,ohts,,,
哄,口龷八,ohtu,oh,oh,hōng·hǒng·hòng
嚿,口艹隹臼,ohtu,,,huò
㗾,口革亻匕,ohtv,,,xué·xuē
𠵅,,ohtv,,,
𠿅,,ohtw,,,
䠫,⻊耳{飞右},ohtz,,,zòu
䠰,⻊艹隹,ohtz,,,quán
躏,⻊艹隹,ohtz,,,lìn
躪,⻊艹隹,ohtz,,,lìn
𫏇,,ohtz,,,
噶,口艹人乚,ohuc,ohu,ohu,gá
𡀥,,ohud,,,
嗏,口艹人朩,ohui,,,chā
𡁐,,ohuk,,,
𡂕,,ohus,,,
𠶋,,ohut,,,
𭊮,,ohuu,,,
蹒,⻊艹人,ohuz,,,pán
𧿱,,ohuz,,,
𨅼,,ohuz,,,
𠯢,,ohv,,,
𠮽,,ohv,,,
𠼼,,ohvb,,,
𠿺,,ohvh,,,
𭊊,,ohvi,,,
𭋦,,ohvk,,,
𠺴,,ohvo,,,
𡀩,,ohvo,,,
嚥,口艹匕灬,ohvs,,,yàn
蹣,⻊艹入,ohvz,ohv,ohv,pán
𬦷,,ohvz,,,
𨈉,,ohvz,,,
𨄁,,ohvz,,,
咓,口瓦,ohw,,,wǎ
跋,⻊𠂇丶,ohwz,ohw,ohw,bá
𮜤,,ohwz,,,
𨀄,,ohwz,,,
跋,,ohwz,,,
𭊇,,ohxk,,,
𭉟,,ohxk,,,
𪢙,,ohxk,,,
𫪂,,ohxp,,,
𫫇,,ohxr,,,
哑,口丌䒑,ohxu,ohx,ohx,yǎ·yā
咴,口𠂇火,ohxv,,,huī·hái
𰸨,,ohxz,,,
𨀡,,ohxz,,,
𨈆,,ohxz,,,
𬧛,,ohxz,,,
𡅲,,ohyb,,,
𠴏,,ohyc,,,
𠹽,,ohyh,,,
𭌕,,ohyj,,,
𠸔,,ohym,,,
𨇨,,ohyz,,,
𨆳,,ohyz,,,
𡀃,,ohze,,,
𡆋,,oiai,,,
𠳃,,oias,,,
𨇞,,oiaz,,,
𡀐,,oibi,,,
𰁅,,oibi,,,
𠿝,,oibl,,,
嚖,口丰彐心,oibr,,,huì
𠳐,,oibv,,,
𭇶,,oibz,,,
𨀯,,oibz,,,
吋,口寸,oic,,,dòu·cùn
𫏀,,oicz,,,
噄,口丰刀糸,oida,,,chī
喫,口丰刀大,oidf,,,chī
𡂆,,oidk,,,
囓,口丰刀齒,oidl,,oid,niè
𡃤,,oidn,,,
𠹙,,oidr,,,
𨀦,,oidz,,,
𠾴,,oief,,,
𠶖,,oiev,,,
𣔣,,oiew,,,
㕩,口丰,oif,,,zhàng·pàng
𫫕,,oifb,,,
𨂰,,oifz,,,
𧿣,,oifz,,,
𨆃,,oifz,,,
叿,口工,oig,,,hōng·hóng
呠,口木一,oigu,,,pěn·pēn
𠱯,,oigx,,,
𠾿,,oigy,,,
蹅,⻊木一,oigz,oig,oig,chǎ·zhā
𨅰,,oigz,,,
𧿾,,oigz,,,
嘒,口丰丰彐,oiib,,,huì
𠴘,,oiic,,,
𠼖,,oiic,,,
噤,口木木示,oiif,,,jìn
𡃎,,oiif,,,
𠾣,,oiii,,,
𭊃,,oiiq,,,
啉,口木木,oiiv,,,lán·lín
𭊦,,oiix,,,
踌,⻊丰寸,oiiz,oii,oii,chóu
𪢇,,oiiz,,,
𨅾,,oiiz,,,
𨂕,,oiiz,,,
喖,口木古,oijg,,,hú
𠺺,,oijj,,,
𫬕,,oijk,,,
𫩟,,oijk,,,
𠴗,,oijv,,,
𭊂,,oike,,,
𡃗,,oikf,,,
喳,口木日一,oikg,oik,oik,zhā·chā
𡅰,,oikk,,,
𠻇,,oikp,,,
𠼰,,oikt,,,
㖦,口木日,oikv,,,dǒng
𡂮,,oiky,,,
𫏣,,oikz,,,
𨆮,,oikz,,,
𠱤,,oil,,,
𣘫,,oilv,,,
𨆄,,oilz,,,
𨀤,,oilz,,,
𠰌,,oim,,,
唝,口工贝,oimb,,oim,gòng·hǒng·gǒng
𡂀,,oimo,,,
𠻳,,oimp,,,
𫪲,,oimu,,,
𠲋,,oimu,,,
𠷽,,oimx,,,
㘄,口木罒方,oimy,,,lēng
䟱,⻊木冂,oimz,,,
𧿴,,oimz,,,
嗊,口工貝,oinb,,oin,gòng·hǒng·gǒng
喳,,oinq,,,
𠷹,,oinv,,,
𠷬,,oinx,,,
䠭,⻊木貝,oinz,,,lái·lài
𬧄,,oinz,,,
𠶝,,oiob,,,
𭋶,,oioc,,,
𡀞,,oioh,,,
槑,口木口木,oioi,,,méi
𭊄,,oioj,,,
喇,口木口刂,oiol,oio,oio,lǎ·lā
喇,,oiol,,,
𣞃,,oioo,,,
嗽,口木口欠,oioq,,,sòu
𠲿,,oiov,,,
噐,吅工吅,oiox,,,qì
𭌪,,oiox,,,
𰈹,,oioy,,,
踈,⻊木口,oioz,,,shū
𠻣,,oioz,,,
𨃶,,oioz,,,
𠻽,,oipc,,,
𡅋,,oipm,,,
𠻧,,oipo,,,
𠶣,,oipp,,,
𠮹,,oipu,,,
𠹣,,oipx,,,
𪢐,,oiqm,,,
𠺱,,oiqr,,,
𠶍,,oiqv,,,
𭋞,,oiqy,,,
𫪒,,oird,,,
唽,口木⺁丅,oirj,,oir,xī
𪡱,,oirm,,,
𭆻,,ois,,,
𠾞,,oitd,,,
𡃼,,oits,,,
𠳜,,oitu,,,
𠵪,,oitx,,,
𠻟,,oiua,,,
𡁽,,oiui,,,
𠽳,,oiuk,,,
𪁣,,oiun,,,
𡃄,,oiun,,,
𠽘,,oiuo,,,
唻,口木人人,oiuu,,oiu,lài
𭇹,,oiuu,,,
嘜,口木人夂,oiuv,,,mà
𨂐,,oiuz,,,
㕲,口木,oiv,,,huá·yíng
呆,口木,oiv,,,dāi
𫫓,,oivi,,,
𠺝,,oivo,,,
𭩸,,oivx,,,
味,口未,oiw,oi,oi,wèi
𭤋,,oiwd,,,
𭈴,,oiwe,,,
𠮼,,oiwu,,,
𠰲,,oiwu,,,
䟣,⻊木丶,oiwz,,,chù
䟵,⻊{于下}丶,oiwz,,,qiú
跊,⻊未,oiwz,oiw,oiw,mèi
𪡺,,oixm,,,
𫪁,,oixu,,,
𡃾,,oixx,,,
𨃀,,oixz,,,
𫏌,,oixz,,,
𠵉,,oiyq,,,
𫪀,,oizd,,,
𨄞,,oizz,,,
𠳞,,ojaa,,,
𠲵,,ojac,,,
𠼶,,ojad,,,
𠾷,,ojad,,,
呿,口土厶,ojai,,,qū
㘆,口士厶土,ojaj,,,tái·tǎi
嗑,口土厶皿,ojam,oja,oja,kē·kè
𭉚,,ojap,,,
𠿊,,ojaq,,,
䟩,⻊土厶,ojaz,,,liě·què
踋,⻊土卩,ojaz,,,jiǎo
㘑,口士彐氺,ojba,,,lì
哋,口土也,ojbe,,,diè·dì
𠾁,,ojbf,,,
𭈷,,ojbg,,,
𭋄,,ojbl,,,
嘋,口耂子攵,ojbp,,,xiào·xiāo
𠽌,,ojbu,,,
𨚙,,ojbv,,,
哮,口耂子,ojbz,ojb,ojb,xiào·xiāo
踍,⻊耂子,ojbz,,,qiāo
𨅮,,ojbz,,,
𬦬,,ojbz,,,
唓,口車,ojc,,,chē
𠵣,,ojcu,,,
𠸶,,ojcx,,,
𨅿,,ojcz,,,
𬦲,,ojcz,,,
𡄟,,ojdd,,,
𠺬,,ojdj,,,
𠾸,,ojdo,,,
𠶊,,ojdp,,,
𢣉,,ojdr,,,
𠴢,,ojdu,,,
𰇧,,ojdu,,,
𢻪,,ojdx,,,
𥀴,,ojdx,,,
𨆖,,ojdz,,,
𡁠,,oje,,,
𫝚,,ojea,,,
𭊤,,ojea,,,
𡂞,,ojea,,,
𬪒,,ojeb,,,
𠿤,,ojed,,,
𠻃,,ojeg,,,
𭈲,,ojek,,,
𭈹,,ojem,,,
𡀄,,ojen,,,
𫬹,,ojew,,,
躎,⻊爾,ojez,,,niǎn
呋,口夫,ojf,,,fū
𰇦,,ojfa,,,
𠾲,,ojfc,,,
𫫬,,ojfq,,,
趺,⻊夫,ojfz,,,fū
𬧑,,ojfz,,,
咕,口古,ojg,,,gū
𠰁,,ojgc,,,
嚅,口雨而,ojge,,,rú
𭋱,,ojgi,,,
𠻢,,ojgj,,,
𭌏,,ojgl,,,
𠽯,,ojgl,,,
𭋳,,ojgm,,,
𰇱,,ojgo,,,
䪽,口丂頁,ojgy,,,hào
跍,⻊古,ojgz,,,kū
蹺,⻊土兀,ojgz,,,qiāo
𡃺,,ojgz,,,
𫏧,,ojgz,,,
𡅺,,ojhf,,,
𠱾,,ojic,,,
𫬭,,ojio,,,
𡭈,,ojix,,,
跱,⻊土寸,ojiz,oji,oji,zhì
躊,⻊士寸,ojiz,,,chóu
𨄔,,ojiz,,,
𨅒,,ojiz,,,
嘵,口土土兀,ojjg,,,xiāo
𮋽,,ojjh,,,
𡆀,,ojjj,,,
𠾱,,ojjk,,,
𡃞,,ojjk,,,
𠱼,,ojjk,,,
啩,口土土卜,ojjl,,,guà
𡂐,,ojjn,,,
𠽻,,ojjo,,,
𠹤,,ojjr,,,
哇,口土土,ojjv,ojj,ojj,wā·wa
跬,⻊土土,ojjz,,,kuǐ
踛,⻊土土,ojjz,,,lù
𬧋,,ojjz,,,
𨇍,,ojjz,,,
𨅣,,ojjz,,,
𨇳,,ojjz,,,
号,口丂,ojk,,,hào·háo·xiāo
𫩐,,ojk,,,
嘟,口耂日阝,ojkb,,,dū
𠹺,,ojke,,,
𡁲,,ojkl,,,
𭌎,,ojkn,,,
𡀂,,ojkt,,,
啫,口耂日,ojkv,,,zhě·shì
㕺,吅丂,ojkx,,,háo·xiāo
𡃷,,ojkx,,,
踷,⻊耂日,ojkz,,,zhě·zhǎ
𪢆,,ojkz,,,
𨅕,,ojkz,,,
𨆢,,ojkz,,,
號,口丂虍几,ojlq,ojl,ojl,hào·háo
𣚧,,ojmi,,,
𡂝,,ojmn,,,
𡅫,,ojmo,,,
𩞣,,ojmv,,,
𬑀,,ojmx,,,
𥂍,,ojmx,,,
𠵗,,ojng,,,
𡀁,,ojno,,,
𡁻,,ojns,,,
𨇃,,ojnz,,,
㕱,口尤,ojo,,,yóu
𭋴,,ojog,,,
嚋,口士口寸,ojoi,,,zhōu·chóu
囀,口車丄寸,ojoi,,,zhuàn
𠳯,,ojoj,,,
𡁒,,ojoq,,,
𪡫,,ojor,,,
𡃨,,ojor,,,
咭,口士口,ojov,ojo,ojo,jī·xī·qià
噎,口士口䒑,ojox,,,yē
器,吅犬吅,ojox,oj,oj,qì
𧇼,,ojox,,,
𠷸,,ojox,,,
𧰑,,ojox,,,
𫬢,,ojox,,,
器,,ojox,,,
𨀙,,ojoz,,,
𭌤,,ojpl,,,
咙,口尤丿,ojpu,ojp,ojp,lóng
𫪕,,ojpv,,,
𣀬,,ojpx,,,
𫬣,,ojpx,,,
𨄨,,ojpz,,,
𨅺,,ojpz,,,
𨀁,,ojpz,,,
吠,口犬,ojq,,,fèi
𡄇,,ojqg,,,
𡄔,,ojqh,,,
㙱,口丂几土,ojqj,,,hào
𠳗,,ojqq,,,
𭣈,,ojqr,,,
𣪆,,ojqs,,,
𪵉,,ojqs,,,
饕,口丂几食,ojqv,,,tāo
哭,吅犬,ojqx,,,kū
𨅄,,ojqz,,,
𨇵,,ojqz,,,
𧿡,,ojqz,,,
𭇵,,ojrj,,,
𠼗,,ojrj,,,
𫭁,,ojrl,,,
𣭖,,ojrm,,,
𡀑,,ojro,,,
𠽃,,ojrw,,,
𠴤,,ojrx,,,
𭋜,,ojrz,,,
𠿙,,ojsd,,,
𭌋,,ojsl,,,
鸮,口丂鸟,ojsn,ojs,ojs,xiāo
哤,口尤彡,ojss,,,máng
㗅,口古月,ojsv,,,hú
𢒡,,ojsx,,,
䠒,⻊古月,ojsz,,,hú
𬧞,,ojsz,,,
𰸫,,ojsz,,,
𭉞,,ojtb,,,
𭊥,,ojtd,,,
𠻏,,ojtf,,,
𭌍,,ojtg,,,
𠻲,,ojtp,,,
哧,口土{介下}八,ojtt,ojt,ojt,chī
嚇,口土{介下}八,ojtt,,,hè·xià
㖫,口土八夂,ojtv,,,líng
嚯,口雨隹,ojtw,,,huò·xuè
𠼲,,ojtw,,,
𮜩,,ojtz,,,
𨄺,,ojtz,,,
𮜜,,ojtz,,,
鴞,口丂鳥,ojun,oju,oju,xiāo
𰈾,,ojun,,,
𡀒,,ojus,,,
吐,口土,ojv,,,tǔ·tù
𫝞,,ojvc,,,
𠳭,,ojve,,,
咾,口耂匕,ojvi,,,lǎo
𣜍,,ojvi,,,
𠵕,,ojvj,,,
𰊽,,ojvj,,,
嗜,口耂匕日,ojvk,,,shì
𠺳,,ojvk,,,
𭍆,,ojvo,,,
飸,口丂食,ojvs,,,tāo
𠲊,,ojvu,,,
𡋑,,ojvx,,,
𡋐,,ojvx,,,
踜,⻊土夂,ojvz,,,lèng
𮛄,,ojvz,,,
𨀼,,ojvz,,,
𰸑,,ojvz,,,
𭉾,,ojwi,,,
𠽡,,ojwr,,,
吓,口丅丶,ojwu,ojw,ojw,xià·hè·hà
𭆼,,ojwu,,,
𨄴,,ojwz,,,
𮛃,,ojwz,,,
啈,口土䒑十,ojxe,,,hèng·hēng·zá
𪡒,,ojxe,,,
𠾢,,ojxi,,,
𡀛,,ojxi,,,
嘻,口士䒑口,ojxo,ojx,ojx,xī
嘭,口士䒑彡,ojxs,,,pēng
𰇕,,ojxu,,,
噠,口土羊辶,ojxz,,,dā
𨂧,,ojxz,,,
𬦯,,ojxz,,,
𫬝,,ojyc,,,
𭈯,,ojyh,,,
㘊,口雨言,ojyv,,,yì·xī
𠽿,,ojyx,,,
𨂎,,ojyz,,,
唗,口走,ojz,,,dōu
嗹,口車辶,ojzd,,,lián
跿,⻊走,ojzz,ojz,ojz,tú·chuō·duó
蹥,⻊車辶,ojzz,,,lián
躂,⻊土辶,ojzz,,,tà·dā
𠁯,,okao,,,
𡀾,,okas,,,
𭍒,,okat,,,
𠼱,,okav,,,
𨇅,,okaz,,,
𨄱,,okaz,,,
𰸖,,okaz,,,
𠱂,,okbg,,,
𫑡,,okbv,,,
𬩵,,okbv,,,
鄲,吅日阝,okbx,okb,okb,dān
𡄞,,okbx,,,
𰣜,,okbx,,,
𠲸,,okcl,,,
𠿒,,okcq,,,
𡂵,,okcs,,,
𮊹,,okcy,,,
蹋,⻊曰羽,okcz,okc,okc,tà
𨃃,,okcz,,,
黾,口电,okd,,,mǐn·miǎn·měng
⻪,,okd,,,
黾,,okd,,,
𠁧,,okdk,,,
㕜,口丨又,okdo,,,shǐ
𨞏,,okdx,,,
𰈻,,okdx,,,
𨅎,,okdz,,,
嘢,口甲二予,okeb,,,yě
𬻳,,oked,,,
𰈰,,oked,,,
哩,口甲二,okee,oke,oke,li·lǐ·lī
哻,口日干,okeg,,,hān·hàn
𠾟,,okeo,,,
𠁵,,oket,,,
單,吅日十,okex,,,dān·shàn·chán
嗮,口日西,okex,,,sǎi·sài
𪜉,,okex,,,
𠹈,,okex,,,
蹕,⻊日十,okez,,,bì
𨁄,,okez,,,
𨂈,,okez,,,
𰸮,,okez,,,
喂,口田{畏下},okfu,okf,okf,wèi
囅,吅日{畏下},okfx,,,chǎn
戰,吅日戈,okfx,,,zhàn
𡃣,,okfx,,,
𡅜,,okfy,,,
𨃄,,okfz,,,
𠵨,,okgi,,,
𠳲,,okgi,,,
㖷,口日一龰,okgl,,,shí·tí
𠷚,,okgl,,,
𠁹,,okgt,,,
呾,口日一,okgu,,okg,dá·dàn·tǎ·yà
辴,吅日辰,okgx,,,zhěn·chǎn
𡆎,,okgx,,,
𡅑,,okgy,,,
𨀏,,okgz,,,
嘬,口曰耳又,okhd,okh,okh,zuō·chuài
嗶,口日龷十,okhe,,,bì
𠾝,,okhp,,,
𭌔,,okhp,,,
𭊈,,okht,,,
𫪅,,okic,,,
𠿜,,okih,,,
𠵩,,okiv,,,
踝,⻊日木,okiz,oki,oki,huái
𨁽,,okiz,,,
𮜔,,okiz,,,
𨃯,,okiz,,,
呷,口甲,okj,,,xiā·gā
𠺮,,okji,,,
𫪆,,okjk,,,
㖏,口日土,okjv,,,nèi·niè
獸,吅田犬,okjx,,,shòu
𰕣,,okjx,,,
𰕥,,okjx,,,
𰡧,,okjx,,,
𨄸,,okjz,,,
𧿵,,okjz,,,
唱,口日曰,okku,okk,okk,chàng
𫩥,,okkv,,,
鼍,吅田电,okkx,,,tuó
𡁘,,okkx,,,
𮛤,,okkz,,,
𧕦,,oklx,,,
𧕛,,oklx,,,
踶,⻊日龰,oklz,okl,okl,dì
𠼦,,okmd,,,
𭇽,,okmj,,,
嗢,口日皿,okmm,,,wà
盅,口丨皿,okmm,okm,okm,zhōng
嗢,,okmm,,,
𡼯,,okmx,,,
𠿐,,okmy,,,
𮛴,,okmz,,,
𠁶,,oknv,,,
𨈈,,oknz,,,
𠱋,,oko,,,
𠰬,,oko,,,
𠾶,,okoc,,,
𠸱,,okof,,,
𭍈,,okoh,,,
𫪞,,okov,,,
嘼,吅田口,okox,,,chù·xù·shòu
鼉,吅田黽,okox,oko,oko,tuó
𪓽,,okox,,,
𭌓,,okox,,,
𪛄,,okox,,,
𭈾,,okpa,,,
𭈻,,okps,,,
㖂,口电丿,okpu,,,yì
跩,⻊电丿,okpz,,okp,zhuǎi
𮛲,,okpz,,,
𨇬,,okqz,,,
𭌥,,okrv,,,
忠,口丨心,okrx,ok,okr,zhōng
𦪣,,okrx,,,
𢠸,,okrx,,,
呻,口申,oks,,,shēn
𡆘,,oksg,,,
𤆪,,oksh,,,
𮮣,,oksk,,,
啺,口日勹{两撇},okss,,,táng
𬻸,,okss,,,
𠴭,,okss,,,
喟,口田月,oksv,,,kuì
𭈭,,oksv,,,
喝,,oksv,,,
踢,⻊日{两撇},oksz,,,tī
踼,⻊日{两撇},oksz,,,táng
𨆰,,oksz,,,
𰇐,,okt,,,
嚗,口日八氺,okta,,okt,bó·pào·bào
𠛸,,oktd,,,
𡋏,,oktj,,,
𠁴,,oktt,,,
𠮺,,oktu,,,
㽞,吅田,oktx,,,liú
𡄗,,okty,,,
䟧,⻊田,oktz,,,tián
𨅜,,oktz,,,
㊥,,oku,,,
中,口丨,oku,o,o,zhōng·zhòng
𠮝,,oku,,,
𠯮,,oku,,,
喝,口曰人乚,okuc,oku,ok,hē·hè·yè
喝,,okuc,,,
𩿀,,okun,,,
𦑬,,okus,,,
𠷟,,okut,,,
鷤,吅日鳥,okux,,,tí·tán
𪈀,,okux,,,
𠯐,,okv,,,
𠯭,,okv,,,
𠵫,,okva,,,
𪡓,,okvb,,,
𭻦,,okvx,,,
𧈍,,okvx,,,
𱌂,,okvz,,,
𧿭,,okvz,,,
𬦸,,okvz,,,
𠹵,,okwc,,,
𡁳,,okwx,,,
𮕪,,okwy,,,
𠼊,,okwy,,,
𮛳,,okwz,,,
喁,口禺,oky,,,yóng·yú
喅,口日立,okyl,,,yù
𭋎,,okyn,,,
𪯡,,okyw,,,
𭋉,,okyx,,,
𠾧,,okyx,,,
𮛵,,okyz,,,
𫩭,,okz,,,
迚,口丨辶,okzd,okz,okz,dá
𭈼,,okzx,,,
𬩨,,okzx,,,
〇,〇,ol,,,líng
㇣,,ol,,,
噓,口虍丱一,olag,,ola,xū·shī
𡅿,,olak,,,
𨄐,,olaz,,,
卟,口卜,olb,,,bǔ
𭌚,,olba,,,
𭈽,,olbe,,,
𠯡,,olbi,,,
𠸝,,olbl,,,
𦥼,,olbt,,,
䟔,⻊卜,olbz,,,fù·bó
嚙,口齒,olc,,,niè
𠴫,,olcd,,,
𫾺,,olcp,,,
𭊰,,olcs,,,
𠱙,,olcx,,,
䟳,口龰羽,olcy,,,
𨀚,,olcz,,,
𪘏,,olcz,,,
𠮧,,old,,,
𠶪,,oldd,,,
𫬗,,oldd,,,
𫪄,,oldj,,,
𡄄,,oldv,,,
𠰷,,oldv,,,
踧,⻊上又,oldz,old,old,cù
𨅅,,oldz,,,
𬻚,,oled,,,
𨁦,,oleh,,,
𠶁,,olet,,,
𨁪,,oley,,,
啡,口非,olf,,,fēi
𨁩,,olfd,,,
㖸,口虍匚一,olfg,,,xué·niā
䠊,⻊非,olfz,,,fèi
𭌿,,olga,,,
𭌗,,olgb,,,
𮮡,,olgd,,,
𭋻,,olgi,,,
㘌,口虍豕刂,olgl,,,jù
𫫾,,olgm,,,
噦,口止一{步下},olgn,,,yuě·huì·yué
𡃧,,olgq,,,
噱,口虍豕,olgs,olg,olg,jué·xué
躆,⻊虍豕,olgz,,,jù
𰸰,,olgz,,,
𡅇,,olhd,,,
𠾋,,olio,,,
䠕,⻊止木,oliz,,,cāi
𨄥,,oliz,,,
𨆷,,oliz,,,
嚉,口〢土寸,olji,,,duō
𤠢,,oljq,,,
𤟩,,oljq,,,
𠱚,,oljw,,,
𤡴,,oljx,,,
𧻻,,oljz,,,
𠿛,,olkc,,,
𨁫,,olke,,,
囐,口虍丨犬,olkj,,,yàn·zá·niè
嚧,口虍田皿,olkm,,,lú
𨇛,,olkn,,,
𡃖,,olkr,,,
啅,口⺊早,olkz,,,zhuó·zhào
踔,⻊⺊早,olkz,olk,olk,chuō
咔,口上卜,ollb,,,kǎ
𧿀,,olld,,,
𩐉,,ollg,,,
𠾜,,olll,,,
𮕊,,olll,,,
𧕵,,ollm,,,
𭉤,,ollv,,,
𧋩,,ollv,,,
嘘,口虍〢䒑,ollx,oll,oll,xū·shī
𨂞,,ollx,,,
𨁾,,ollz,,,
𮛑,,ollz,,,
𰈈,,olmj,,,
𥁯,,olmm,,,
𠿖,,olmq,,,
𢒯,,olms,,,
𰈆,,olmv,,,
𨃎,,olmz,,,
𨂶,,olmz,,,
𨇖,,olmz,,,
𠸩,,olnb,,,
嚬,口止{步下}頁,olng,,,pín
𠳱,,olnt,,,
𠳤,,olnu,,,
𠹘,,olnv,,,
䠡,⻊虍且,olnz,,,cuó·chá
䠩,⻊止{步下},olnz,,,guì
踄,⻊止{步下},olnz,oln,oln,bù
𫏠,,olnz,,,
𮛶,,olnz,,,
噳,口虍口天,olof,,,yǔ
𨆬,,olol,,,
𰈊,,olos,,,
呫,口⺊口,olov,,,tiè·chè·zhān
𫬲,,olox,,,
跕,⻊⺊口,oloz,olo,olo,diǎn·tiē·dié
𭇅,,olp,,,
𰈿,,olpe,,,
𭍔,,olpe,,,
𰈓,,olpm,,,
𪯟,,olpx,,,
𰸅,,olpz,,,
𨃾,,olqc,,,
唬,口虍几,olqj,,,hǔ·xià
嘴,口止⺈用,olqs,olq,olq,zuǐ
𠾦,,olrx,,,
𨅥,,olrz,,,
𠮵,,ols,,,
𭆽,,ols,,,
啃,口止月,olsv,ols,ols,kěn
𠼥,,olsw,,,
𤰉,,olsy,,,
𰸕,,olsz,,,
𬧌,,olsz,,,
